Campaign_ID,Target_Audience,Campaign_Goal,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date,Company
620297,Men 35-44,Product Launch,15 Days,Instagram,0.1,$500.00,5.33,New York,French,549,3145,7,Health,15/02/2022,Heal Hub
923567,Women 45-60,Market Expansion,15 Days,Instagram,0.12,$500.00,5.96,New York,English,549,3146,3,Fashion,11/06/2022,Glam Garments
708938,Women 18-24,Increase Sales,15 Days,Pinterest,0.1,$500.00,0.740013672,Los Angeles,French,322,2031,1,Fashion,12/04/2022,Silk & Style
264626,Women 45-60,Market Expansion,15 Days,Instagram,0.09,$500.00,0.82,New York,English,549,3147,5,Technology,11/04/2022,Tech Titans
611494,Women 45-60,Brand Awareness,15 Days,Facebook,0.06,$500.00,1.47,Austin,French,549,3147,7,Home,07/08/2022,Furnish Fine
216406,Women 18-24,Brand Awareness,15 Days,Facebook,0.09,$500.00,4.37,New York,English,549,3147,1,Technology,03/07/2022,Quantum Quirks
556618,All Ages,Brand Awareness,15 Days,Twitter,0.14,$500.00,3.11,Los Angeles,Spanish,550,3148,7,Home,07/04/2022,Space Spruce
473816,Women 45-60,Increase Sales,15 Days,Twitter,0.12,$500.00,7.04,Miami,Spanish,550,3148,3,Home,23/05/2022,Domestic Dream
641796,Men 18-24,Market Expansion,15 Days,Twitter,0.06,$500.00,2.64,Miami,English,550,3148,7,Home,04/09/2022,Cozy Corners
152567,Women 35-44,Increase Sales,15 Days,Facebook,0.09,$500.00,7.95,Los Angeles,English,550,3149,6,Home,24/01/2022,Space Spruce
498755,Women 18-24,Increase Sales,15 Days,Instagram,0.05,$500.00,2.5,New York,French,550,3149,6,Food,09/05/2022,Palate Paradise
307630,Men 35-44,Market Expansion,15 Days,Twitter,0.03,$500.00,5.37,Miami,French,550,3150,7,Home,14/11/2022,Decor Dreams
502521,Women 35-44,Product Launch,15 Days,Pinterest,0.04,$500.00,0.266333423,Miami,Spanish,323,2033,1,Food,20/11/2022,Dine Divine
164195,Women 35-44,Market Expansion,15 Days,Instagram,0.05,$500.00,5.12,Miami,English,550,3150,10,Health,10/12/2022,Vigor Valley
849644,Women 35-44,Market Expansion,15 Days,Twitter,0.1,$500.00,1.08,Austin,English,551,3151,3,Health,11/03/2022,Wellness Waves
287691,All Ages,Increase Sales,15 Days,Instagram,0.03,$500.00,7.57,Austin,English,551,3151,2,Health,21/07/2022,Vigor Valley
481554,Women 45-60,Product Launch,15 Days,Twitter,0.12,$500.00,0.89,Los Angeles,English,551,3152,7,Food,11/08/2022,Feast Flavors
310859,Men 35-44,Product Launch,15 Days,Twitter,0.11,$500.00,6.78,Austin,English,551,3152,6,Technology,04/12/2022,Silicon Saga
456211,Men 35-44,Market Expansion,15 Days,Pinterest,0.03,$500.00,0.486192557,Los Angeles,French,323,2035,1,Food,11/06/2022,Feast Flavors
251775,Women 45-60,Market Expansion,15 Days,Facebook,0.02,$500.00,0.24,New York,English,551,3153,6,Food,08/08/2022,Nosh Nirvana
901527,Men 18-24,Increase Sales,15 Days,Twitter,0.07,$500.00,6.16,New York,French,551,3153,1,Food,11/05/2022,Palate Paradise
216315,Men 35-44,Increase Sales,15 Days,Instagram,0.12,$500.00,6.23,Austin,English,552,3154,7,Health,20/01/2022,Heal Hub
575624,Men 18-24,Increase Sales,15 Days,Pinterest,0.08,$500.00,0.017874726,Austin,French,324,2036,1,Fashion,22/09/2022,Attire Artistry
329951,Men 35-44,Brand Awareness,15 Days,Pinterest,0.13,$500.00,0.656002458,New York,English,324,2036,1,Home,05/02/2022,Dwell Delight
631289,Men 35-44,Increase Sales,15 Days,Twitter,0.05,$500.00,0.34,Miami,French,552,3155,8,Home,24/05/2022,Nest Neat
718199,Women 35-44,Increase Sales,15 Days,Twitter,0.03,$500.00,2.46,Austin,French,552,3155,10,Home,01/09/2022,Hearth Harmony
466299,Women 18-24,Brand Awareness,15 Days,Facebook,0.03,$500.00,5.13,Miami,Spanish,552,3156,8,Food,06/10/2022,Culinary Quest
127981,Women 45-60,Product Launch,15 Days,Instagram,0.01,$500.00,4.8,Los Angeles,Spanish,552,3156,7,Technology,19/03/2022,Tech Titans
921915,Women 35-44,Market Expansion,15 Days,Instagram,0.15,$500.00,1.15,New York,Spanish,552,3156,8,Home,18/04/2022,Hearth Harmony
301309,Women 45-60,Increase Sales,15 Days,Twitter,0.02,$500.00,6.8,Las Vegas,English,553,3157,6,Health,08/08/2022,Aura Align
295736,Women 45-60,Increase Sales,15 Days,Pinterest,0.12,$500.00,0.117973194,New York,Spanish,324,2038,1,Fashion,06/07/2022,Glam Garments
601144,Men 45-60,Brand Awareness,15 Days,Facebook,0.06,$500.00,6.33,Austin,French,553,3157,7,Food,29/03/2022,Dine Divine
216063,Men 45-60,Increase Sales,15 Days,Twitter,0.02,$500.00,5.93,Los Angeles,Spanish,553,3158,1,Health,25/03/2022,Aura Align
675890,Women 35-44,Product Launch,15 Days,Facebook,0.03,$500.00,7.73,Miami,French,553,3158,8,Food,04/10/2022,Nosh Nirvana
961465,Men 18-24,Increase Sales,15 Days,Facebook,0.14,$500.00,2.03,Las Vegas,Spanish,553,3159,5,Health,13/06/2022,Pulse Point
835159,Men 45-60,Market Expansion,15 Days,Facebook,0.12,$500.00,5.37,Miami,Spanish,553,3159,8,Fashion,26/11/2022,Fiber Fashion
747713,Women 45-60,Product Launch,15 Days,Instagram,0.07,$500.00,3.19,Austin,French,553,3159,2,Home,15/01/2022,Decor Dreams
657884,Men 18-24,Brand Awareness,15 Days,Pinterest,0.03,$500.00,0.048261761,Austin,French,325,2040,1,Food,23/12/2022,Gourmet Grove
794598,Men 25-34,Product Launch,15 Days,Twitter,0.09,$500.00,1.64,Los Angeles,French,554,3160,2,Food,06/10/2022,Palate Paradise
844227,Men 25-34,Market Expansion,15 Days,Instagram,0.09,$500.00,3.26,Miami,French,554,3161,2,Home,15/01/2022,Hearth Harmony
891549,Men 25-34,Brand Awareness,15 Days,Twitter,0.13,$500.00,5.57,Austin,French,554,3161,7,Technology,13/12/2022,Cyber Circuit
777699,Women 35-44,Brand Awareness,15 Days,Facebook,0.12,$500.00,3.94,Miami,English,554,3161,7,Home,13/08/2022,Decor Dreams
545538,Men 45-60,Market Expansion,15 Days,Facebook,0.13,$500.00,4.44,Austin,English,554,3162,5,Health,29/08/2022,Vital Vigor
258445,Men 45-60,Product Launch,15 Days,Pinterest,0.04,$500.00,0.77933807,New York,Spanish,325,2041,1,Technology,28/08/2022,Gadget Giants
681531,Men 25-34,Brand Awareness,15 Days,Twitter,0.05,$500.00,2.82,Los Angeles,French,555,3163,8,Food,27/02/2022,Palate Paradise
625953,Men 18-24,Product Launch,15 Days,Twitter,0.11,$500.00,5.92,Los Angeles,Spanish,555,3163,8,Fashion,23/11/2022,Silk & Style
786903,All Ages,Increase Sales,15 Days,Twitter,0.07,$500.00,3.19,Austin,Spanish,555,3163,1,Fashion,05/07/2022,Style Sphere
276494,Men 45-60,Brand Awareness,15 Days,Twitter,0.11,$500.00,7.45,Las Vegas,English,555,3164,1,Food,25/11/2022,Feast Flavors
423380,All Ages,Brand Awareness,15 Days,Pinterest,0.09,$500.00,1.315579861,Miami,French,325,2042,1,Home,25/01/2022,Dwell Delight
176467,All Ages,Increase Sales,15 Days,Facebook,0.14,$500.00,4.23,New York,French,555,3164,7,Health,22/12/2022,Well Wish
124236,Women 45-60,Brand Awareness,15 Days,Facebook,0.14,$500.00,1.39,Austin,English,555,3165,6,Food,02/12/2022,Savor Street
280070,Men 18-24,Product Launch,15 Days,Instagram,0.02,$500.00,7.5,Austin,English,555,3165,3,Home,21/02/2022,Dwell Delight
697985,All Ages,Market Expansion,15 Days,Instagram,0.02,$500.00,5.1,Austin,English,556,3166,10,Fashion,17/08/2022,Mode Maven
962482,Men 25-34,Increase Sales,15 Days,Facebook,0.13,$500.00,1.48,New York,Spanish,556,3166,2,Fashion,13/02/2022,Chic Couture
813995,Men 45-60,Increase Sales,15 Days,Twitter,0.13,$500.00,7.75,Miami,Spanish,556,3166,8,Technology,12/06/2022,Silicon Saga
159789,Men 25-34,Market Expansion,15 Days,Instagram,0.07,$500.00,7.33,New York,English,556,3167,5,Fashion,28/01/2022,Mode Maven
674065,All Ages,Product Launch,15 Days,Instagram,0.13,$500.00,0.09,Miami,English,556,3167,7,Fashion,22/06/2022,Trend Tailors
989626,Men 45-60,Increase Sales,15 Days,Instagram,0.03,$500.00,2.15,Miami,Spanish,556,3168,10,Health,02/12/2022,Vigor Valley
967001,Women 45-60,Product Launch,15 Days,Pinterest,0.04,$500.00,1.329879642,Las Vegas,Spanish,326,2045,1,Home,24/03/2022,Cozy Corners
339467,Women 35-44,Increase Sales,15 Days,Twitter,0.05,$500.00,1.25,Las Vegas,English,557,3168,3,Health,03/12/2022,Wellness Waves
425693,Women 45-60,Market Expansion,15 Days,Facebook,0.03,$500.00,7.03,Los Angeles,English,557,3169,10,Health,03/11/2022,Elixir Essence
803667,Women 35-44,Product Launch,15 Days,Instagram,0.09,$500.00,3.74,Miami,French,557,3169,4,Fashion,07/02/2022,Silk & Style
987876,All Ages,Increase Sales,15 Days,Twitter,0.12,$500.00,3.11,Miami,Spanish,557,3170,8,Food,24/05/2022,Bistro Bliss
293351,Men 35-44,Brand Awareness,15 Days,Pinterest,0.11,$500.00,0.336044856,Austin,French,327,2046,1,Fashion,03/12/2022,Silk & Style
470466,Women 35-44,Brand Awareness,15 Days,Pinterest,0.09,$500.00,0.714989055,Los Angeles,English,327,2046,1,Food,14/02/2022,Feast Flavors
600119,Women 35-44,Market Expansion,15 Days,Pinterest,0.11,$500.00,0.479042667,New York,Spanish,327,2047,1,Health,27/06/2022,Vigor Valley
514741,Men 35-44,Market Expansion,15 Days,Instagram,0.08,$500.00,0.3,New York,Spanish,557,3171,9,Home,05/01/2022,Living Luxe
224043,All Ages,Brand Awareness,15 Days,Twitter,0.08,$500.00,5.9,Austin,English,558,3171,8,Health,11/05/2022,Balance Beam
347540,Women 45-60,Product Launch,15 Days,Facebook,0.13,$500.00,1.18,Las Vegas,French,558,3172,2,Health,07/08/2022,Elixir Essence
292247,Women 25-34,Product Launch,15 Days,Twitter,0.04,$500.00,3.62,New York,Spanish,558,3172,4,Food,22/12/2022,Feast Flavors
227803,Women 25-34,Product Launch,15 Days,Twitter,0.05,$500.00,5.17,Las Vegas,English,558,3173,5,Food,08/09/2022,Savor Street
689877,Women 25-34,Brand Awareness,15 Days,Instagram,0.03,$500.00,7.96,New York,Spanish,558,3173,1,Technology,17/02/2022,Innovate Infinity
110202,Men 25-34,Market Expansion,15 Days,Pinterest,0.13,$500.00,0.49512992,Miami,Spanish,327,2048,1,Health,15/10/2022,Pulse Point
693150,Women 45-60,Product Launch,15 Days,Pinterest,0.07,$500.00,1.201181612,Los Angeles,English,327,2049,1,Technology,24/08/2022,Giga Geeks
524869,Women 45-60,Brand Awareness,15 Days,Facebook,0.13,$500.00,1.12,Miami,French,558,3174,9,Home,12/03/2022,Domestic Dream
250798,Men 35-44,Product Launch,15 Days,Twitter,0.07,$500.00,1.08,New York,Spanish,559,3175,4,Food,17/06/2022,Bistro Bliss
633886,All Ages,Market Expansion,15 Days,Twitter,0.07,$500.00,3.78,Los Angeles,French,559,3175,7,Technology,01/05/2022,Giga Geeks
539455,Women 45-60,Product Launch,15 Days,Twitter,0.06,$500.00,5.88,Las Vegas,Spanish,559,3175,10,Home,14/07/2022,Dwell Delight
703836,Women 45-60,Market Expansion,15 Days,Facebook,0.14,$500.00,4.89,Miami,French,559,3176,5,Health,30/04/2022,Heal Hub
246572,Men 25-34,Increase Sales,15 Days,Twitter,0.05,$500.00,5.75,New York,French,559,3176,4,Technology,23/05/2022,Cyber Circuit
202554,Men 25-34,Market Expansion,15 Days,Pinterest,0.03,$500.00,1.072483582,Austin,Spanish,328,2051,1,Food,11/12/2022,Nosh Nirvana
552735,Men 25-34,Market Expansion,15 Days,Facebook,0.11,$500.00,0.1,Austin,French,559,3177,9,Technology,14/12/2022,Gadget Giants
582529,All Ages,Increase Sales,15 Days,Pinterest,0.07,$500.00,0.577353662,Miami,French,328,2051,1,Food,02/04/2022,Savor Street
135107,Women 18-24,Market Expansion,15 Days,Instagram,0.1,$500.00,0.1,Austin,French,560,3178,1,Health,18/08/2022,Well Wish
470423,Men 35-44,Brand Awareness,15 Days,Pinterest,0.02,$500.00,0.575566189,Austin,English,328,2051,1,Technology,03/03/2022,Gadget Giants
657732,Women 45-60,Brand Awareness,15 Days,Twitter,0.07,$500.00,1.46,Austin,French,560,3179,3,Fashion,31/05/2022,Glam Garments
894429,Women 35-44,Increase Sales,15 Days,Twitter,0.15,$500.00,7.66,Miami,Spanish,560,3179,6,Technology,26/01/2022,Cyber Circuit
684309,Men 35-44,Market Expansion,15 Days,Facebook,0.07,$500.00,5,Las Vegas,French,560,3179,8,Health,29/06/2022,Fitness Front
852453,Women 35-44,Increase Sales,15 Days,Instagram,0.03,$500.00,7.58,Miami,Spanish,560,3180,3,Health,02/07/2022,Elixir Essence
982869,Women 35-44,Market Expansion,15 Days,Pinterest,0.14,$500.00,0.362856945,New York,Spanish,328,2053,1,Home,07/12/2022,Dwell Delight
190629,Men 45-60,Market Expansion,15 Days,Instagram,0.03,$500.00,3.13,Miami,French,561,3180,1,Home,03/10/2022,Nest Neat
836246,Men 45-60,Increase Sales,15 Days,Instagram,0.07,$500.00,4.78,Las Vegas,French,561,3181,3,Food,18/03/2022,Epicurean Edge
910463,Men 35-44,Market Expansion,15 Days,Facebook,0.13,$500.00,7.19,Miami,French,561,3181,7,Technology,14/09/2022,NexGen Nerds
338798,Women 25-34,Brand Awareness,15 Days,Pinterest,0.11,$500.00,1.140407542,New York,Spanish,329,2054,1,Food,15/11/2022,Palate Paradise
424158,Men 18-24,Market Expansion,15 Days,Instagram,0.07,$500.00,0.8,Los Angeles,French,561,3182,4,Food,13/02/2022,Gourmet Grove
703826,Men 18-24,Market Expansion,15 Days,Pinterest,0.15,$500.00,1.097508199,New York,Spanish,329,2054,1,Home,13/12/2022,Homely Haven
123671,Men 35-44,Product Launch,15 Days,Pinterest,0.05,$500.00,0.809725104,Los Angeles,English,329,2055,1,Technology,10/06/2022,Innovate Infinity
533414,Men 45-60,Increase Sales,15 Days,Instagram,0.06,$500.00,5.43,Las Vegas,English,562,3183,5,Health,23/06/2022,Balance Beam
552053,Men 18-24,Market Expansion,15 Days,Twitter,0.08,$500.00,0.56,Los Angeles,French,562,3184,2,Fashion,25/01/2022,Trend Tailors
854592,Men 45-60,Increase Sales,15 Days,Instagram,0.12,$500.00,6.82,Los Angeles,Spanish,562,3184,10,Food,16/12/2022,Savor Street
241686,Women 25-34,Product Launch,15 Days,Twitter,0.02,$500.00,2.26,Las Vegas,English,562,3184,2,Fashion,22/07/2022,Style Sphere
720007,Men 45-60,Brand Awareness,15 Days,Twitter,0.02,$500.00,7.08,Austin,English,562,3185,7,Technology,31/01/2022,Silicon Saga
969255,Women 18-24,Brand Awareness,15 Days,Pinterest,0.13,$500.00,0.175172318,New York,Spanish,330,2056,1,Food,15/08/2022,Bistro Bliss
129888,Men 45-60,Product Launch,15 Days,Instagram,0.03,$500.00,3.6,Miami,Spanish,562,3186,6,Health,18/10/2022,Vigor Valley
499901,All Ages,Increase Sales,15 Days,Instagram,0.14,$500.00,6.42,Miami,Spanish,562,3186,3,Food,15/05/2022,Bistro Bliss
221743,Women 25-34,Product Launch,15 Days,Pinterest,0.1,$500.00,0.925910826,Las Vegas,French,330,2057,1,Home,30/09/2022,Nest Neat
927718,Men 18-24,Market Expansion,15 Days,Facebook,0.11,$500.00,2.34,Miami,English,563,3187,9,Technology,13/06/2022,Silicon Saga
245333,Women 25-34,Market Expansion,15 Days,Instagram,0.12,$500.00,2.9,Miami,French,563,3187,7,Technology,30/11/2022,Code Crafters
479539,Men 45-60,Market Expansion,15 Days,Twitter,0.12,$500.00,5.58,New York,English,563,3187,2,Home,27/11/2022,Furnish Fine
899315,All Ages,Brand Awareness,15 Days,Twitter,0.08,$500.00,4.72,Los Angeles,Spanish,563,3188,1,Technology,15/06/2022,Code Crafters
447327,Men 35-44,Increase Sales,15 Days,Pinterest,0.05,$500.00,1.381716348,New York,English,330,2058,1,Health,20/07/2022,Elixir Essence
861537,Men 45-60,Product Launch,15 Days,Twitter,0.04,$500.00,1.51,Austin,English,563,3189,5,Food,31/03/2022,Dine Divine
319058,Men 18-24,Brand Awareness,15 Days,Facebook,0.04,$500.00,4.09,Las Vegas,English,563,3189,9,Health,30/08/2022,Balance Beam
311325,Men 25-34,Market Expansion,15 Days,Instagram,0.07,$500.00,3.24,New York,English,564,3189,7,Technology,22/07/2022,Pixel Pioneers
565301,Men 18-24,Increase Sales,15 Days,Instagram,0.07,$500.00,3.1,Los Angeles,Spanish,564,3190,3,Health,25/06/2022,Fitness Front
256048,Men 35-44,Product Launch,15 Days,Instagram,0.08,$500.00,4.24,Las Vegas,Spanish,564,3190,8,Fashion,24/08/2022,Fiber Fashion
734078,Women 18-24,Product Launch,15 Days,Facebook,0.13,$500.00,2.77,Austin,English,564,3191,3,Food,28/03/2022,Epicurean Edge
517211,Men 35-44,Product Launch,15 Days,Facebook,0.09,$500.00,2.46,Las Vegas,English,564,3191,3,Home,17/05/2022,Furnish Fine
489250,All Ages,Brand Awareness,15 Days,Instagram,0.04,$500.00,2.66,Los Angeles,French,564,3191,3,Home,27/07/2022,Decor Dreams
917520,Women 35-44,Increase Sales,15 Days,Pinterest,0.09,$500.00,0.008937363,Miami,English,331,2060,1,Home,11/03/2022,Living Luxe
160282,Men 25-34,Product Launch,15 Days,Pinterest,0.12,$500.00,1.110020507,Miami,English,331,2060,1,Health,28/08/2022,Vigor Valley
166912,Women 45-60,Product Launch,15 Days,Pinterest,0.12,$500.00,0.260971005,Las Vegas,English,331,2061,1,Fashion,08/11/2022,Fiber Fashion
711138,Women 18-24,Increase Sales,15 Days,Pinterest,0.02,$500.00,0.294932985,Austin,French,331,2061,1,Home,05/05/2022,Living Luxe
493940,Men 35-44,Product Launch,15 Days,Instagram,0.04,$500.00,1.91,Las Vegas,English,565,3193,8,Health,02/04/2022,Pulse Point
572042,Men 35-44,Market Expansion,15 Days,Facebook,0.07,$500.00,4.47,Miami,French,565,3194,7,Home,08/01/2022,Hearth Harmony
